question,ground_truth_answer,gold_chunk_id,source_doc,section,groundedness_score
"What is the minimum amount of time HUMIRA should be left at room temperature before injecting, and what should not be done to warm it up?","HUMIRA should be left at room temperature for a minimum of 15 minutes before injecting. It should not be warmed in any other way, such as in a microwave or in hot water.",009c3116-d298-40e3-a49e-2c69a403c777,Humira_Label.pdf,Step 1,5
"In the clinical studies evaluating HUMIRA for hidradenitis suppurativa, how many adult subjects were involved and what were the specific Hurley stages required for inclusion?","A total of 633 adult subjects participated in the studies, and they were required to have moderate to severe hidradenitis suppurativa with Hurley Stage II or III disease.",ac4cc9eb-94f9-4d6c-8cdd-7338f544d8d9,Humira_Label.pdf,14.10 Clinical Studies in Hidradenitis Suppurativa,5
"What specific symptoms should patients report that might suggest the presence of cytopenias, as advised in the Humira label section on Other Medical Conditions?","Patients should report symptoms such as bruising, bleeding, or persistent fever, which may suggest the presence of cytopenias.",ee977691-6af4-4d9b-9639-ab97cc5b83f1,Humira_Label.pdf,Other Medical Conditions,5
"In Study CD-I, how many treatment groups were subjects randomized into, and what was the total dosage of HUMIRA administered to the 160/80 group by Week 2?",Subjects were randomized into four treatment groups. The total dosage of HUMIRA administered to the 160/80 group by Week 2 was 240 mg (160 mg at Week 0 and 80 mg at Week 2).,23227581-788a-4ffb-9587-4205bc1a9b4c,Humira_Label.pdf,14.5 Clinical Studies in Adults with Crohn’s Disease,5
"According to the guidelines from the Humira label, what specific characteristics must a sharps disposal container have to ensure it is safe for disposing of used Humira pens?","The sharps disposal container must be upright and stable during use, leak-resistant, and properly labeled to warn of hazardous waste inside the container.",ca8c5857-76ab-4356-83e1-4a701da73538,Humira_Label.pdf,How should I throw away (dispose of) the used HUMIRA Pen?,5
What is the required angle at which the white needle sleeve must be placed against the injection site according to the instructions in the THIGH section of the Humira_Label.pdf?,The white needle sleeve must be placed at a 90-degree angle against the injection site.,25215400-9cfd-4e53-8e7b-61ea61528513,Humira_Label.pdf,THIGH,5
"What is the basis for supporting the use of HUMIRA in pediatric patients aged 12 years and older for treating moderate to severe Hidradenitis Suppurativa, and how does the dosing strategy for these pediatric patients relate to adult patients?","The use of HUMIRA in pediatric patients aged 12 years and older is supported by evidence from adequate and well-controlled studies of HUMIRA in adult HS patients. Additionally, population pharmacokinetic modeling and simulation predicted that weight-based dosing of HUMIRA in pediatric patients aged 12 years and older can provide generally similar exposure to adult HS patients. The course of HS is sufficiently similar in adult and adolescent patients to allow extrapolation of data from adult to adolescent patients.",3c72c188-6721-41f9-8674-56fcfe0dc746,Humira_Label.pdf,Hidradenitis Suppurativa,5
"In the studies supporting the use of HUMIRA for polyarticular JIA, what is the minimum age of patients in Study JIA-I and what is the weight restriction mentioned for patients in these studies?","The minimum age of patients in Study JIA-I is 4 years, and there is a weight restriction as HUMIRA has not been studied in patients with a weight below 10 kg.",7dbd6a7e-4371-41f9-99a4-ba119eb3af57,Humira_Label.pdf,Juvenile Idiopathic Arthritis,5
"According to the Humira_Label.pdf's section on 'Instructions on Injection Technique', what website is recommended for patients to visit for more information about safe sharps disposal, and what specific information can they find there related to their state?",Patients are instructed to visit the FDA’s website at http://www.fda.gov/safesharpsdisposal for more information about safe sharps disposal and for specific information about sharps disposal in the state that they live in.,25502803-d4f5-488d-83de-355baebde13e,Humira_Label.pdf,Instructions on Injection Technique,5
"What is the total amount of HUMIRA (in mg) provided in the Psoriasis, Uveitis, or Adolescent Hidradenitis Suppurativa Starter Package, and how many alcohol preps are included in the carton?",The total amount of HUMIRA provided in the Starter Package is 160 mg. This includes one dose tray with 80 mg/0.8 mL and two dose trays each with 40 mg/0.4 mL (80 mg + 40 mg + 40 mg = 160 mg). The carton includes 4 alcohol preps.,69b080ab-5d4b-4cb2-a835-a5bfb4e15b8e,Humira_Label.pdf,"HUMIRA Pen 80 mg/0.8 mL and 40 mg/0.4 mL - Psoriasis, Uveitis or Adolescent Hidradenitis Suppurativa Starter Package",5
"What is the NDC number for the HUMIRA Pen Carton that contains two 80 mg/0.8 mL single-dose pens, and how many alcohol preps are included in the carton?","The NDC number for the HUMIRA Pen Carton is 0074-0124-02, and the carton includes two alcohol preps.",d83c5654-1d89-4270-9a9b-3c8d6ac67383,Humira_Label.pdf,HUMIRA Pen Carton – 80 mg/0.8 mL,5
"What percentage of subjects who were in clinical response at Week 4 achieved clinical remission in the HUMIRA 40 mg every other week maintenance group at Week 56, compared to the placebo maintenance group?",The context does not provide specific percentages for Week 56 remission rates for the HUMIRA 40 mg every other week group and the placebo group; it only states that greater proportions of subjects in the HUMIRA group achieved remission compared to those in the placebo group.,3ba8321b-5871-4f86-a709-ea2a13fb9861,Humira_Label.pdf,Maintenance of Clinical Remission,5
What are the three key characteristics that a sharps disposal container must have according to the Humira_Label.pdf Section: Step 9?,"The sharps disposal container must be upright and stable during use, leak-resistant, and properly labeled to warn of hazardous waste inside the container.",4dbf24dc-5080-49c4-9237-0df1a165e770,Humira_Label.pdf,Step 9,5
List all the conditions of the skin that must be avoided when choosing an injection site according to the guidelines provided in the INJECTABLE AREAS section.,"The injection site should not be sore, bruised, red, hard, scarred, have stretch marks, or have areas with psoriasis plaques.",042d6f7a-bc2a-4c40-b53f-524cc7fb87c8,Humira_Label.pdf,INJECTABLE AREAS,5
"How many single-dose prefilled pens are contained in a carton of Humira, and under what condition should the carton not be accepted?","The carton contains 4 single-dose prefilled pens, and it should not be accepted if the seal is broken or missing.",998d7b76-1c89-4810-b83e-de1b99f8dfaa,Humira_Label.pdf,Carton contains:,5
What percentage of subjects with ACR 20 responses at week 24 in Study RA-III maintained their response at 52 weeks?,85%,b55baf99-67ad-4f5b-b821-95dc12b51235,Humira_Label.pdf,Table 4. Components of ACR Response in Studies RA-II and RA-III,5
"According to the Humira label, in the treatment of rheumatoid arthritis, what is the recommended guidance regarding the concomitant use of HUMIRA with TNF blockers, abatacept, or anakinra?","The concomitant use of HUMIRA with TNF blockers, abatacept, or anakinra is not recommended due to the associated higher risk of serious infections in patients with rheumatoid arthritis.",52cffc9e-bacf-4577-ae81-b7ec44ad14df,Humira_Label.pdf,5.1 Serious Infections,5
What is the marketing start date and end date for the product described as '1 mL in 1 PACKET; Type 0: Not a Combination Product' with code 1?,The marketing start date and end date are not provided in the context.,72425c5d-dd9d-4694-95a6-704eff7f4f3a,Humira_Label.pdf,Item,5
What is the phone number provided for inquiries about giving yourself a HUMIRA injection?,1-800-4HUMIRA (1-800-448-6472),d0c90b48-fce0-49d6-9fd6-c278351027b9,Humira_Label.pdf,How should I take HUMIRA?,5
"In Study JIA-I, what percentage of subjects treated with HUMIRA experienced mild-to-moderate elevations of creatine phosphokinase (CPK), and how did these elevations affect the continuation of their treatment?","Approximately 15% of subjects treated with HUMIRA experienced mild-to-moderate elevations of creatine phosphokinase (CPK). Despite elevations exceeding 5 times the upper limit of normal in several subjects, CPK concentrations decreased or returned to normal in all subjects, and most were able to continue HUMIRA without interruption.",50cf6132-dd57-4173-82e0-15bc65feef7c,Humira_Label.pdf,Study JIA-I,5
"What specific type of lymphoma, known for its aggressive disease course, has been reported in patients treated with TNF blockers including HUMIRA, and what is the typical demographic affected?","Hepatosplenic T-cell lymphoma (HSTCL), a rare type of T-cell lymphoma, has been reported in patients treated with TNF blockers including HUMIRA. The typical demographic affected includes adolescent and young adult males with Crohn's disease or ulcerative colitis who have also received treatment with azathioprine or 6-mercaptopurine concomitantly with a TNF blocker.",f24d8c93-8ae9-4568-9439-920f6c0e5643,Humira_Label.pdf,MALIGNANCY,5
What is the strength of ADALIMUMAB in mg per mL as stated in the Humira_Label.pdf?,100 mg per mL,6b90aeff-163e-47d4-8ad0-b06bc57e65c6,Humira_Label.pdf,Active Ingredient/Active Moiety,5
"When considering tuberculosis in the differential diagnosis during HUMIRA treatment, which specific groups of patients should be given particular attention based on their travel history or personal contacts?","Patients who have previously or recently traveled to countries with a high prevalence of tuberculosis, or those who have had close contact with a person with active tuberculosis.",74f7fd99-947a-4544-8b3b-4fb9f09c5722,Humira_Label.pdf,Tuberculosis,5
"What is the U.S. License Number for HUMIRA as stated in the Instructions for Use section of the Humira_Label.pdf, and when was the Medication Guide last revised?","The U.S. License Number for HUMIRA is 1889, and the Medication Guide was last revised in December 2025.",2f7b2261-e5d9-4b3b-9a8c-28c1f64afa10,Humira_Label.pdf,INSTRUCTIONS FOR USE,5
