question,ground_truth_answer,gold_chunk_id,source_doc,section,groundedness_score
"For the year ended December 31, 2024, what was the total amount related to pension and OPEB cost that was included in noninterest expense, and how does it compare to the total recognized in other comprehensive income/loss for the same year?","For the year ended December 31, 2024, the total pension and OPEB cost included in noninterest expense was $1,271 million, whereas the total recognized in other comprehensive income/loss was $131 million. The pension and OPEB cost included in noninterest expense was significantly higher than the amount recognized in other comprehensive income/loss by $1,140 million.",813ad685-f418-4867-855a-16bb27e98264,JPM10k2025.pdf,Table 2: Net Periodic Benefit Costs,5
"Based on the data provided in the Selected Metrics section of JPM10k2025.pdf, what is the total dollar value difference between Securities Firms and Financial Markets Infrastructure for the third metric column?","$3,769, which is calculated by subtracting the Financial Markets Infrastructure value of $245 from the Securities Firms value of $4,014.",045b40ce-7820-464e-a9ae-c9eca26f7dc7,JPM10k2025.pdf,Selected metrics,5
What was the percentage change in the noncash compensation expense related to employee share-based incentive plans from the year 2024 to 2025?,"The percentage change from 2024 to 2025 is calculated as follows: ((1,541 - 1,622) / 1,622) * 100 = -5.0%. Therefore, there was a 5.0% decrease in the noncash compensation expense from 2024 to 2025.",ddbc5e2a-76eb-49ad-8b99-f7e5c52611ba,JPM10k2025.pdf,Compensation expense,5
"What are the two groups identified in the context as potential threats to JPMorganChase's cybersecurity, and what are their motivations?","The two groups identified are cyber-criminals and hacktivists. Cyber-criminals are motivated by engaging in cybersecurity breaches, while hacktivists use technology to promote a political or social agenda.",49f6514e-308d-4d3a-8c8d-cb2065585d99,JPM10k2025.pdf,Part I,4
"According to the JPMorgan Chase's employee share-based incentive plans, what is the policy regarding granting share-based incentive awards to non-employees?","The Firm is not authorized to grant share-based incentive awards to non-employees, other than to non-employee directors.",2e7728a1-592c-4458-b49a-8c40db99b4ed,JPM10k2025.pdf,Item 12. Security Ownership of Certain Beneficial Owners and Management and Related Stockholder Matters.,5
"In the context of credit derivatives, what happens to the protection purchaser's recourse when a credit event occurs by the reference entity?","Upon the occurrence of a credit event by the reference entity, the protection purchaser has recourse to the protection seller for the difference between the face value of the CDS contract and the fair value at the time.",10a4949d-1763-460c-833d-7d48af327da0,JPM10k2025.pdf,Glossary of Terms and Acronyms,5
What was the net income for the year 2023 according to JPMorgan's earnings per share disclosure in Note 23 of their 2025 10-K report?,"$49,552 million",57b35834-4703-49e1-b875-87d60c31d0a0,JPM10k2025.pdf,Note 23 – Earnings per share,5
"According to the provided context, until what date will the SCB requirements for large banks, including JPMorgan Chase, remain at their current levels following the release of the 2026 supervisory stress test scenarios by the Federal Reserve?","The SCB requirements for large banks, including JPMorgan Chase, will remain at their current levels through September 30, 2027.",c11ba1aa-04f9-4d0f-bb1d-5aa9321f7c30,JPM10k2025.pdf,Stress Capital Buffer (“SCB”) Requirement,5
Identify the series of non-cumulative preferred stock with the highest dividend rate from the Listed Preferred Stock provided in the context.,"The 6.00% Non-Cumulative Preferred Stock, Series EE, has the highest dividend rate among the Listed Preferred Stock.",f0ee9b17-dd20-49bd-b9c7-f9db6adcf45b,JPM10k2025.pdf,Outstanding Preferred Stock,5
"In the securitization process of residential mortgage loans, which entity retains the servicing rights for loans originated or purchased by CCB, and what specific responsibilities does the Firm have regarding VIEs in these securitizations?","CCB retains the servicing rights for all residential mortgage loans it originated or purchased. In the securitizations of loans serviced by CCB, the Firm has the power to direct the significant activities of the VIE because it is responsible for decisions related to loan modifications and workouts.",8b87f665-40ec-43a3-9383-66063adcd621,JPM10k2025.pdf,Residential mortgage,5
"What is the redemption price per depositary share for a series of Listed Preferred Stock if JPMorganChase decides to redeem it following a capital treatment event, and what additional component must be included in the redemption calculation?","The redemption price per depositary share is $25, and the calculation must include any declared and unpaid dividends in addition to the redemption price.",e01ba58f-c6b1-45b3-826b-9d9917fc9a72,JPM10k2025.pdf,Redemption,5
"What is the expected strategy indicated by the FDIC to resolve a systemically important financial institution like the Parent Company under Title II, and has the FDIC formally adopted or committed to this strategy?","The FDIC has indicated that a single point of entry recapitalization model would be its expected strategy to resolve a systemically important financial institution, such as the Parent Company, under Title II. However, the FDIC has not formally adopted or committed to any specific resolution strategy.",f44c6cd6-eb44-41c9-93a3-a09d4aa152e6,JPM10k2025.pdf,Holders of JPMorgan Chase &#x26; Co.’s Debt and Equity Securities,5
"Based on the given data for the year ended December 31, 2024, what are the total amounts for sales and purchases combined, excluding credit card figures?","The total sales amount excluding credit card figures is $3,006 (Consumer, excluding credit card) + $52,577 (Wholesale) = $55,583, and the total purchases amount excluding credit card figures is $756 (Consumer, excluding credit card) + $1,696 (Wholesale) = $2,452. Therefore, the combined total for sales and purchases is $55,583 (sales) + $2,452 (purchases) = $58,035.",9c531845-fb39-4fce-971a-f7b8bc941991,JPM10k2025.pdf,Loan modifications,5
"What is the net change in the translation adjustments component of OCI after accounting for both translation and hedges, and how does this compare pre-tax versus after-tax?","The net change in the translation adjustments component of OCI is calculated by summing the translation and hedges components pre-tax and after-tax. Pre-tax, the net change is 6,123 (translation) - 6,042 (hedges) = 81. After-tax, the net change is 5,905 (translation) - 4,566 (hedges) = 1,339. Therefore, the net change pre-tax is 81 and after-tax is 1,339.",4597a213-5eab-4645-97d1-5bc9bd2ffd1e,JPM10k2025.pdf,The following table presents the pre-tax and after-tax changes in the components of OCI.,4
"Calculate the total noninterest expense for all three periods combined, using the data provided in the context.","The total noninterest expense for all three periods combined is 1,825 + 3,994 + 5,601 = 11,420.",6eabc297-27d6-48bc-9b22-4c56cb2e8cba,JPM10k2025.pdf,Selected income statement and balance sheet data,5
"According to the context from JPM10k2025.pdf, how does the Economic Value Sensitivity (EVS) measure treat assets and liabilities with no stated maturity differently compared to the fair value measurement note, and where can additional information on long-term debt and held to maturity investment securities be found?","In the EVS measure, assets and liabilities with no stated maturity, such as credit card receivables and deposits, are assumed to have longer durations compared to the fair value measurement note. Additional information on long-term debt and held to maturity investment securities can be found on page 194 in Note 2 of the document.",1dd49e7f-ea37-4d09-b46c-05c8ef9d8a97,JPM10k2025.pdf,Economic value sensitivity,5
"Based on the JPM10k2025.pdf section 'Changes in Fair Value Based on Variations in Assumptions', what is the total dollar amount of mortgage fees and related income reported, and what factors are included in these figures according to the notes provided?","The total dollar amount of mortgage fees and related income reported is $1,381. This figure includes the impact of operational risk and regulatory capital, as well as the aggregate impact of changes in model inputs and assumptions such as projected cash flows, discount rates, and changes in prepayments due to factors other than market interest rates, such as changes in home prices.",50d0efd6-588f-4240-b8c3-63bb61f0b99e,JPM10k2025.pdf,Changes in Fair Value Based on Variations in Assumptions,5
"Under what conditions can a former employee of the Firm hire another former employee whose job was eliminated, and how long must the latter have been separated from the Firm if their job was not eliminated?","A former employee of the Firm can hire another former employee if the latter's job was eliminated. If the individual's job was not eliminated, they must have been separated from the Firm for at least six months before they can be hired by the former employee.",4b7447af-0fdb-41e8-bdfe-98255ec228e0,JPM10k2025.pdf,• Non-Solicitation,5
"Based on the information from the JPM10k2025.pdf, Section: Note 20 – Long-term debt, what is the total amount of long-term debt by remaining maturity as of December 31, 2025, in millions?","The specific amount for the total of long-term debt by remaining maturity as of December 31, 2025, is not provided in the context given. The context only specifies columns for '2025', 'Total', and 'Total 2024' without providing specific numerical values.",4b1ee7a8-3a42-4df3-9969-856351e58762,JPM10k2025.pdf,Note 20 – Long-term debt,5
Who is responsible for referring models to MRGR for review and approval according to the governance and oversight section in the JPM10k2025.pdf?,The users and developers of models within the LOBs and Corporate are responsible for referring models to MRGR for review and approval.,b35d3bba-8575-43c0-bb84-14b3bf18546e,JPM10k2025.pdf,Governance and oversight,5
"What was the amount of goodwill attributed to the Asset & Wealth Management segment in 2024, and how does it compare to the change in the total goodwill from 2024 to 2025?","The amount of goodwill attributed to the Asset & Wealth Management segment in 2024 was $8,521 million. The change in total goodwill from 2024 to 2025 was an increase of $166 million, from $52,565 million to $52,731 million.",dcd4b876-492c-4933-a280-5e94638b0a84,JPM10k2025.pdf,Goodwill,5
"According to the 'Recovery' section of the JPM10k2025.pdf, what forms of payment are allowed for repayment under the Award Agreement, and how should the repayment be interpreted with respect to penalties?","The repayment under the Award Agreement can be made in shares of Common Stock or in cash, and it should not be construed in any manner as a penalty.",40c21ed9-15c4-44ee-980b-fd6c9ff1cb95,JPM10k2025.pdf,• Recovery,5
"Based on the provided fair value measurements, calculate the net change in value for the 'Loans' category by considering the sum of its gains and losses, and express it as a positive or negative value.","The net change in value for the 'Loans' category is calculated by summing the gains and losses: 206 (gain) - 226 (loss) - 968 (loss) + 1,266 (gain) - 723 (loss) = -445. Therefore, the net change is -$445.",5bfde45b-13ee-4d12-8b89-647f5ae2d986,JPM10k2025.pdf,Fair value measurements using significant unobservable inputs,5
"If the Issuer announces a reverse split of the VYLD ETNs on January 10th, 2025, what is the earliest possible effective date for the reverse split?","The earliest possible effective date for the reverse split, if announced on January 10th, 2025, would be January 15th, 2025, since the effective date must be at least three Business Days after the announcement date.",f0a3dd86-2191-4cf6-a5fb-28e84aa2e3e9,JPM10k2025.pdf,Split or Reverse Split of the VYLD ETNs,5
"In what year did James Dimon become the Chairman of the Board at JPM, and how long has he held that position as of the year 2025?","James Dimon became the Chairman of the Board in December 2006, and he has held that position for 19 years as of the year 2025.",a0ca9700-2fe6-4c81-8881-fa34a97af8a3,JPM10k2025.pdf,Item 9C. Disclosure regarding Foreign Jurisdictions that Prevent Inspections.,5
"Under what conditions must an employee request continued vesting due to disability, and within how many days must this request be made following the termination of employment?",An employee must request continued vesting in writing due to disability within 30 days of the date their employment terminates.,44571451-1dce-4fca-a9d5-b2e39e604556,JPM10k2025.pdf,Disability,5
"Identify which portfolios' key macroeconomic variables (MEVs) include U.S. unemployment rates and U.S. HPI, and specify any additional MEVs unique to the wholesale portfolio.","Both the consumer and wholesale portfolios have U.S. unemployment rates and U.S. HPI as key macroeconomic variables (MEVs). The wholesale portfolio includes additional MEVs such as U.S. real GDP growth rate, U.S. equity prices, U.S. interest rates, U.S. corporate credit spreads, oil prices, and U.S. commercial real estate prices.",e3b1c1aa-a733-410c-87de-8d38ac042292,JPM10k2025.pdf,Allowance for credit losses,5
"Based on the JPM10k2025.pdf section on Derivatives netting, what is the eligibility status for net presentation of additional collateral received and transferred, and what risk does it mitigate?","The additional collateral received and transferred, which includes financial instruments and cash, is not eligible for net presentation. It mitigates counterparty credit risk associated with the Firm’s derivative instruments.",f550878d-428f-4b8c-a240-2685b6f1aad3,JPM10k2025.pdf,Derivatives netting,5
"Using the given financial measures, calculate the Tangible Book Value Per Share (TBVPS) for the year 2023 if the Tangible Common Equity at period-end is $89,747 and the Common shares at period-end are 480.","TBVPS for 2023 = Tangible common equity at period-end / Common shares at period-end = $89,747 / 480 = $187.81",d6857d4e-2a5b-4530-8394-c08102a2a30f,JPM10k2025.pdf,Calculation of certain U.S. GAAP and non-GAAP financial measures,5
What is the percentage of derivative payables where an appropriate legal opinion has not been either sought or obtained relative to the total derivative payables recognized on the Consolidated balance sheets for the second set of values provided?,"The percentage is calculated by dividing the derivative payables where an appropriate legal opinion has not been sought or obtained ($8,123) by the total derivative payables recognized on the Consolidated balance sheets ($653,218) and multiplying the result by 100. This gives (8,123 / 653,218) * 100 ≈ 1.24%.",7265bd32-6cc6-4ce8-8b26-d6b3822d75a7,JPM10k2025.pdf,Derivative Payables,5
"If a holder requests the repurchase of 60,000 VYLD ETNs, and the issuer does not waive the repurchase fee, what is the minimum amount of VYLD ETNs required for a repurchase to occur, and what percentage fee will be applied to the transaction?","The minimum amount of VYLD ETNs required for a repurchase to occur is 50,000, and a repurchase fee of 0.125% will be applied to the transaction.",7ca8d395-7179-4648-a213-37fd8f295fd1,JPM10k2025.pdf,Holder Early Repurchase,5
What are the two economic indicators that management's significant assumptions are related to when developing the allowance for loan losses for the portfolio-based component of the wholesale and credit card retained loan portfolios?,The U.S. unemployment rate and the U.S. real GDP growth rate.,cfa080a2-c18f-4f1f-826c-2f78097e4057,JPM10k2025.pdf,Allowance for Loan Losses – Portfolio-Based Component of the Wholesale and Credit Card Retained Loan Portfolios,5
Calculate the percentage change in total international net revenue from the year with the lowest revenue to the year with the highest revenue based on the data provided.,"The total international net revenue increased from $24,470 (the lowest revenue) to $30,524 (the highest revenue). The percentage change is calculated as follows: ((30,524 - 24,470) / 24,470) * 100 = 24.75%.",ebb32680-20d7-4f5d-a3fc-d9aff618dc8e,JPM10k2025.pdf,Selected metrics,5
What client coverage segments comprise the Global Banking view within the Banking & Payments business as outlined in JPMorgan Chase & Co.'s 2025 Form 10-K?,"The Global Banking view within the Banking & Payments business is comprised of the Global Corporate Banking, Global Investment Banking, and Commercial Banking client coverage segments.",0aaf3eda-4b00-49ff-a720-85c61ff28989,JPM10k2025.pdf,Income statement,5
"For the year ended December 31, 2025, what is the net impact on Other Comprehensive Income (OCI) from the interest rate and foreign exchange contract types?","The net impact on Other Comprehensive Income (OCI) from the interest rate and foreign exchange contract types is $4,463. This is calculated by summing the total change in OCI for the period for both contract types: $4,316 (interest rate) + $147 (foreign exchange) = $4,463.",e9a441c6-1ab4-4c87-bb22-85d1f7e0c58c,JPM10k2025.pdf,Derivatives gains/(losses) recorded in income and other comprehensive income/(loss),5
